ID,ACADEMYNAME,STATECODE,AGENCYCLETATYPE,ENTITY,ENTITY_OTHER,BASIC,POST,CALEA,ASSOCIATE,BACHELOR,CREDIT,TRAIN_INSERV,TRAIN_SPECIAL,TRAIN_FIRST,TRAIN_FIELD,TRAIN_LATERAL,TRAIN_PRE,TRAIN_NIGHT,TRAIN_RESERVE,POS_LOCAL,POS_SHER,POS_CAMP,POS_CORR,POS_RANGER,POS_SRO,POS_HWY,POS_AUX,POS_PRE,POS_NAT,POS_ARSON,POS_CONSTABLE,POS_TRANSPORT,POS_TRIBE,POS_MAR,RNO_SELF,RNO_LOCAL,RNO_SHER,RNO_STATE,RNO_SPECIAL,RNO_TOTAL,BASIC_LGTH,BASIC_TYPE,BASIC_TYPE_OTHER,FIELD_MAN,OVERSEE,FIELD_LGTH,FIELD_TYPE,FIELD_TYPE_OTHER,FAMILIES,PRESENT,FT_SWORN,PT_SWORN,FT_ONDUT,PT_ONDUT,FT_OFFDUT,PT_OFFDUT,FT_RET,PT_RET,FT_CIV,PT_CIV,FT_CIV_TEMP,PT_CIV_TEMP,FT_TOTAL,PT_TOTAL,MIN_ED,MIN_EXP,REQ_POST,REQ_ACAD,REQ_SME,REQ_CERT,REQ_CERT_OTHER,EVAL_POST,EVAL_SUPE,EVAL_PEER,EVAL_STUD,REFRESHER,CONT_JOB,CONT_POST,CONT_SME,CONT_LE,CONT_ACAD,CLAB_1,CLAB_2,NO_CLAB,TAB_1,TAB_2,NO_TAB,INT_1,INT_2,NO_INT,MEDIA_1,MEDIA_2,NO_MEDIA,MOBILE_1,MOBILE_2,NO_MOBILE,LIB_1,LIB_2,NO_LIB,SUBSC_1,SUBSC_2,NO_SUBSC,VIDEO_1,VIDEO_2,NO_VIDEO,DEF_1,DEF_2,NO_DEF,SIMU_1,SIMU_2,NO_SIMU,IN_FIRE_1,IN_FIRE_2,NO_IN_FIRE,OUT_FIRE_1,OUT_FIRE_2,NO_OUT_FIRE,SCENARIO_1,SCENARIO_2,NO_SCENARIO,FITNESS_1,FITNESS_2,NO_FITNESS,OBSTACLE_1,OBSTACLE_2,NO_OBSTACLE,SWIM_1,SWIM_2,NO_SWIM,DRIVE_SIM_1,DRIVE_SIM_2,NO_DRIVE_SIM,DRIVE_TRACK_1,DRIVE_TRACK_2,NO_DRIVE_TRACK,DORM_1,DORM_2,NO_DORM,OPBUDGET,OPBUDGET_EST,EBUDGET,EBUDGET_EST,MALE_START,MALE_COMP,FEM_START,FEM_COMP,SEX_START_TOTAL,SEX_COMP_TOTAL,WHITE_START,WHITE_COMP,BLK_START,BLK_COMP,HISP_START,HISP_COMP,AMI_START,AMI_COMP,ASIAN_START,ASIAN_COMP,HAPI_START,HAPI_COMP,TWO_START,TWO_COMP,DK_START,DK_COMP,ETH_START_TOTAL,ETH_COMP_TOTAL,ALL_COMPLETED,FAIL_INJ_M,FAIL_INJ_F,FAIL_FIRE_M,FAIL_FIRE_F,FAIL_DRIVE_M,FAIL_DRIVE_F,FAIL_OTHER_M,FAIL_OTHER_F,FAIL_PHYS_M,FAIL_PHYS_F,FAIL_ACAD_M,FAIL_ACAD_F,FAIL_DISC_M,FAIL_DISC_F,FAIL_VOL_M,FAIL_VOL_F,FAIL_WITH_M,FAIL_WITH_F,FAIL_ORNC_M,FAIL_ORNC_F,FAIL_DK_M,FAIL_DK_F,FAIL_TOTAL_M,FAIL_TOTAL_F,BEHAVE,COUNSEL,DEMERIT,EXTRA,PRIV,GRADE,PHYS,PROB,TERM,VERBAL,WRITTEN,ENVIRONMENT,CPR_YN,CPR,CPR_EST,COMP_YN,COMP,COMP_EST,EMV_YN,EMV,EMV_EST,EVID_YN,EVID,EVID_EST,INTEL_YN,INTEL,INTEL_EST,INTERO_YN,INTERO,INTERO_EST,INV_YN,INV,INV_EST,PAT_YN,PAT,PAT_EST,RAD_YN,RAD,RAD_EST,REP_YN,REP,REP_EST,TRAF_YN,TRAF,TRAF_EST,JUDO_YN,JUDO,JUDO_EST,DEF_TAC_YN,DEF_TAC,DEF_TAC_EST,FIRE_SKILL_YN,FIRE_SKILL,FIRE_SKILL_EST,NONL_YN,NONL,NONL_EST,CRIM_YN,CRIM,CRIM_EST,JJL_YN,JJL,JJL_EST,TRAF_LAW_YN,TRAF_LAW,TRAF_LAW_EST,STUDY_YN,STUDY,STUDY_EST,COM_PART_YN,COM_PART,COM_PART_EST,CULT_YN,CULT,CULT_EST,MEDI_YN,MEDI,MEDI_EST,PROB_SOLV_YN,PROB_SOLV,PROB_SOLV_EST,MAP_YN,MAP,MAP_EST,LANG_YN,LANG,LANG_EST,COMM_YN,COMM,COMM_EST,ETHIC_YN,ETHIC,ETHIC_EST,HEALTH_YN,HEALTH,HEALTH_EST,PROF_YN,PROF,PROF_EST,STRESS_YN,STRESS,STRESS_EST,CLAN_YN,CLAN,CLAN_EST,CHILD_YN,CHILD,CHILD_EST,CYBER_YN,CYBER,CYBER_EST,DOMV_YN,DOMV,DOMV_EST,DUI_YN,DUI,DUI_EST,ELDER_YN,ELDER,ELDER_EST,EMR_YN,EMR,EMR_EST,GANG_YN,GANG,GANG_EST,HATE_YN,HATE,HATE_EST,HTRAF_YN,HTRAF,HTRAF_EST,MENTAL_YN,MENTAL,MENTAL_EST,OPIOID_YN,OPIOID,OPIOID_EST,ACSH_YN,ACSH,ACSH_EST,SASS_YN,SASS,SASS_EST,SHAR_YN,SHAR,SHAR_EST,TERROR_YN,TERROR,TERROR_EST,VICTIM_YN,VICTIM,VICTIM_EST,REAL_ARREST,REAL_FIRE,REAL_LIVEF,REAL_NONL,REAL_SD,REAL_THR,REAL_FORCE,REAL_VERBAL,REV,SAP,SG,MAN,SAR,FAR,BAT,BLUNT,CHEM,CED,EXPL,FLASH,KNI,OC,WEAPON_OTHER,WEAPON_OTHER_SPEC,FTS,NIGHT,NONL_FIRE,SIMSTRESS,ODW,CLOSEDHAND,FBDY,HOLD,KNIFE_TECH,LEG,OPENHAND,PPC,CUFF,TKDN,VCP,WEAP_RET,TECH_OTHER,TECH_OTHER_SPECIFY,XSFORCE,SUBMIT,SUBMISSIONMODE,INELIG,REFUSAL,INELIG_REASON_1,INELIG_REASON_2,INELIG_REASON_3,INELIG_REASON_4,INELIG_REASON_5,INELIG_REASON_6,COMPLETE,ORIGSAMPTYPE,RESPONDENTID,Q25TOTSTART,R_MALE_START,R_MALE_COMP,R_FEM_START,R_FEM_COMP,R_SEX_START_TOTAL,R_SEX_COMP_TOTAL,R_WHITE_START,R_WHITE_COMP,R_BLK_START,R_BLK_COMP,R_HISP_START,R_HISP_COMP,R_AMI_START,R_AMI_COMP,R_ASIAN_START,R_ASIAN_COMP,R_HAPI_START,R_HAPI_COMP,R_TWO_START,R_TWO_COMP,R_DK_START,R_DK_COMP,R_ETH_START_TOTAL,R_ETH_COMP_TOTAL,R_SEX_START_TOTAL_FLAG,FINAL_WEIGHT
664,NUECES COUNTY SHERIFF'S OFFICE,TX,3,4, ,2,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8, ,-8,-8,-8,-8, ,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8, ,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8, ,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8, ,-8, ,1,1,0,1,0,0,0,0,0, ,3, , ,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8, ,0
394,ROBESON COMMUNITY COLLEGE,NC,7,7, ,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,0,9,4,4,0,17,640,1, ,2,2,-8,-8, ,2,-8,0,0,0,0,0,75,0,20,0,0,0,1,0,96,5,4,1,2,2,2, ,2,1,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,280059,0,17967,0,47,28,10,6,57,34,24,16,11,8,0,0,21,10,1,0,0,0,0,0,0,0,57,34,0,0,0,1,0,0,0,0,0,0,1,9,1,1,1,4,0,0,0,4,1,0,0,19,4,1,1,1,1,2,2,2,2,1,1,1,1,1,32,0,1,8,0,1,40,0,1,20,0,1,0,0,1,16,0,1,34,0,1,52,0,2,-8,-8,1,12,0,1,20, ,1,8,0,1,40,0,1,48,0,2,-8,-8,1,28,0,1,8,0,1,20,0,2,-8,-8,2,-8,-8,1,10,0,2,-8,-8,2,-8,-8,2,-8,-8,2,-8,-8,1,8,0,1,4,0,1,54,0,2,-8,-8,2,-8,-8,1,12,0,2,-8,-8,1,2,0,1,16,0,1,2,0,2,-8,-8,1,12,0,2,-8,-8,1,1,0,1,10,0,1,24, ,2,-8,-8,1,8,0,1,1,0,2,-8,-8,1,4,0,1,10,0,2,1,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,2,2,1,2,1,2, ,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2, ,1,1,1,0,0, , , , , , ,1,7,435,189,47,28,10,6,57,34,24,16,11,8,0,0,21,10,1,0,0,0,0,0,0,0,57,34,0,1.116161616
168,IOWA LAW ENFORCEMENT ACADEMY,IA,1,9,State Agency,1,2,2,2,2,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,0, , , , , ,16,2, ,3,2,-8,-8, ,1,2,4,0,0,0,0,0,0,0,5,0,0,0,9,0,5,0,2,2,1,1,Each instructor is required to be an expert and/or certified in their area of instruction.,2,1,2,1,1,1,2,1,2,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,3000000,1,0,1, ,221, ,25, ,246, ,228, ,3, ,0, ,2, ,3, ,0, ,5, ,5, ,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,2,1,1,2,1,1,1,1,1,3,1,32,0,2,-8,-8,1,24,0,1,2,0,2,-8,-8,1,6,0,1,38,0,1,2,0,1,4,0,1,19,0,1, ,1,1,8,0,1,46,0,1,72,0,1, ,1,1,18,0,1,3,0,1,2,1,1, ,1,1,2,1,1, ,1,1, ,1,1, ,1,2,-8,-8,2,-8,-8,1, ,1,1, ,1,1, ,1,1, ,1,1, ,1,1, ,1,1, ,1,1, ,1,1, ,1,1, ,1,1, ,1,1, ,1,1, ,1,1, ,1,1, ,1,1, ,1,1, ,1,1, ,1,1, ,1,1, ,1,1, ,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,1,1,1,0,0, , , , , , ,1,1,194,499,239,221,27,25,266,246,247,228,3,3,0,0,2,2,3,3,0,0,5,5,5,5,265,246,1,1
739,VIRGINIA DEPARTMENT OF GAME AND INLAND FISHERIES,VA,9,9,Virginia DCJS Certified Law Enforcement Training Academy,1,1,2,2,2,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,-8,-8,-8,-8,-8,26,2, ,1,1,12,2, ,2,-8,4,0,1,0,0,0,0,0,1,0,0,0,6,0,2,0,1,2,2,2, ,2,1,2,1,1,1,2,1,2,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,200000,1,150000,1,17,17,0,0,17,17,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,16,16,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,2,1,1,2,1,1,2,1,1,3,1,16,0,1,24,0,1,56,0,1,16,1,1,8,1,1,16,0,1,24,1,1,8,0,2,-8,-8,1,8,0,1,8, ,1,4,1,1,64,0,1,80,0,1,8,0,1,16,1,1,4,0,1,8,0,2,-8,-8,1,4,0,1,16,0,1,8,1,2,-8,-8,2,-8,-8,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,4,0,1,2,0,1,4,0,1,4,0,1,4,0,1,64,0,1,3,0,1,4,0,1,4,0,1,4,0,1,1,0,1,4, ,1,4,0,1,24,0,1,4,0,1,1,0,1,6,0,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2, ,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2, ,1,1,1,0,0, , , , , , ,1,9,806,19,17,17,0,0,17,17,15,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,16,16,0,1
721,NEW RIVER CRIMINAL JUSTICE TRAINING ACADEMY,VA,10,9,Regional Criminal Justice Training Academy,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,0,6,7,0,0,13,24,2, ,1,2,-8,-8, ,2,-8,0,0,0,28,0,0,0,0,2,2,0,0,2,30,2,5,1,1,2,2, ,1,1,2,1,1,1,1,2,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,507514,0,49500,0,36,36,5,5,41,41,33,33,2,2,5,5,0,0,0,0,0,0,1,1,0,0,41,41,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,2,1,1,2,1,1,2,2,2,3,1,24,0,1,8,0,1,48,0,1,8,0,1,4,0,1,8,0,1,32,0,1,160,0,1,3,0,1,24,0,1,40, ,1,4,0,1,80,0,1,48,0,1,32,0,1,48,0,1,8,0,1,24,0,1,8,0,1,8,0,1,4,0,1,8,0,1,4,0,2,-8,-8,2,-8,-8,1,8,0,1,8,0,1,8,0,1,8,0,1,4,0,1,4,0,1,4,0,1,4,0,1,8,0,1,32,0,1,4,0,1,16,0,1,4,0,1,4,0,1,2,0,1,16, ,1,12,0,1,48,0,1,8,0,1,2,0,1,16,0,1,4,0,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,2, ,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,Fighting from the Ground,1,1,1,0,0, , , , , , ,1,10,787,67,36,36,5,5,41,41,33,33,2,2,5,5,0,0,0,0,0,0,1,1,0,0,41,41,0,1.083333333
650,LAMAR INSTITUTE OF TECHNOLOGY REGIONAL POLICE ACADEMY,TX,8,7, ,1,1,2,2,2,1,1,1,1,1,2,2,1,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,0,3,0,0,2,5,16,2, ,1,2,-8,-8, ,2,-8,2,0,0,28,0,0,0,1,1,0,3,3,6,32,3,2,1,1,1,2, ,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,123000,0,5000,1,36,35,8,8,44,43,37,36,5,5,2,2,0,0,0,0,0,0,0,0,0,0,44,43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,2,2,2,2,2,1,1,2,1,16,0,1,12,0,1,40,0,1,4,1,1,2,1,1,4,1,1,44,0,1,42,0,1,4,1,1,16,0,1,8, ,1,16,0,1,40,0,1,40,0,2,-8,-8,1,8,0,1,10,0,1,68,0,2,-8,-8,1,16,0,1,10,0,1,4,1,1,16,0,1,4,0,1,16,0,1,12,0,1,8,0,1,16,0,1,16,0,1,4,0,2,-8,-8,1,4,1,1,4,0,1,20,0,1,24,0,1,2,1,1,6,0,2,-8,-8,1,4,1,1,2,1,1,16, ,1,12,0,1,2,1,1,2,1,1,4,0,1,1,1,1,10,0,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,1,1,2,2, ,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2, ,1,1,1,0,0, , , , , , ,1,8, , ,36,35,8,8,44,43,37,36,5,5,2,2,0,0,0,0,0,0,0,0,0,0,44,43,0,1.097560976
232,ST. MARTIN PARISH SHERIFF'S OFFICE,LA,3,4, ,1,1,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,0,13,5,0,0,18,977,1, ,2,2,-8,-8, ,2,-8,2,1,0,0,0,0,0,0,0,0,0,0,2,1,6,2,1,1,1,1,IDC or Adult Learning Module,1,2,2,1,1,1,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,89000,1,10730,0,37,35,11,11,48,46,41,40,8,6,0,0,0,0,0,0,0,0,0,0,0,0,49,46,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,2,2,2,2,1,2,2,1,2,3,1,8,0,2,-8,-8,1,24,0,1,8,0,2,-8,-8,1,4,0,1,21,0,1,23,0,1,16,0,1,24,0,1,2, ,1,12,0,1,41,0,1,80,0,1,16,1,1,60,0,1,4,0,1,4,0,1,12,1,1,8,1,1,2,0,1,4,0,1,12,1,2,-8,-8,2,-8,-8,2,-8,-8,1,3,0,1,48,1,1,2,0,1,4,0,1,4,1,1,6,1,2,-8,-8,1,7,0,1,28,0,1,2,0,2,-8,-8,2,-8,-8,1,2,0,2,-8,-8,1,8, ,1,4,1,1,16,0,1,2,0,2,-8,-8,1,12,0,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,2,1,2, ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,2,1,1,0,0, , , , , , ,1,3,262,159,37,35,11,11,48,46,41,40,8,6,0,0,0,0,0,0,0,0,0,0,0,0,49,46,0,1.119402985
397,SAMPSON COMMUNITY COLLEGE,NC,7,7, ,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,2,1,0,6,640,1, ,2,2,-8,-8, ,2,-8,0,0,0,0,0,23,0,0,0,0,0,0,0,23,5,0,2,2,2,2, ,2,1,2,1,2,-8,-8,-8,-8,-8,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,30000,1,15000,1,23,18,5,2,28,20,13,12,7,3,7,4,1,1,0,0,0,0,0,0,0,0,28,20,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,2,1,0,1,5,3,1,1,2,2,2,2,2,2,1,1,1,3,1,32,0,1,8,0,2,-8,-8,1,8,1,1,20,1,1,24,0,1,28,0,1,24,0,2,-8,-8,1,12,0,1,20, ,1,34,1,1,34,1,1,48,0,1,34,1,1,24,0,1,8,0,1,24,0,2,-8,-8,2,-8,-8,2,-8,-8,2,-8,-8,2,-8,-8,2,-8,-8,2,-8,-8,1,12,0,1,4,0,1,54,0,2,-8,-8,2,-8,-8,2,-8,-8,2,-8,-8,2,-8,-8,1,16,0,2,-8,-8,2,-8,-8,2,-8,-8,2,-8,-8,2,-8,-8,1,2,0,1,16, ,2,-8,-8,2,-8,-8,2,-8,-8,2,-8,-8,1,4,0,1,12,0,1,1,2,1,1,2,1,1,2,1,2,2,1,2,1,2,1,2,2,1,2,2,2, ,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,2, ,2,1,1,0,0, , , , , , ,1,7,438,64,23,18,5,2,28,20,13,12,7,3,7,4,1,1,0,0,0,0,0,0,0,0,28,20,0,1.116161616
559,DEPARTMENT OF PUBLIC SAFETY STANDARDS AND TRAINING,OR,1,1, ,1,1,2,2,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,0,164,36,1,7,208,640,1, ,1,2,-8,-8, ,1,1,40, , ,0, ,200, ,50, ,50, ,0,40,300,6,3,1,1,1,2, ,2,1,2,1,2,-8,-8,-8,-8,-8,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,20000000,1,1000000,1,377,356,63,57,440,413,363,343,14,13,30,28,4,4,14,12,1,1,0,0,14,12,440,413,0,2,0,3,2,1,0,0,0,0,1,3,0,0,0,7,0,2,0,1,2,2,1,21,6,1,1,2,2,2,2,2,2,1,2,2,3,2,-8,-8,2,-8,-8,1,44,0,1,4,0,2,-8,-8,1,8,0,1,4,0,1,32,0,1,8,0,1,6,0,1,16, ,1,13,0,1,46,0,1,48,0,1,4,0,1,46,0,1,4,0,1,8,0,1,2,1,1,11,1,1,15,0,1,4,1,1,3,1,2,-8,-8,2,-8,-8,1,7,0,1,8,0,1,35,0,1,4,0,1,14,0,1,4,0,1,8,0,2,-8,-8,1,12,0,1,40,0,1,4,0,1,4,0,1,8,0,1,1,1,2,-8,-8,1,26, ,1,1,1,2,-8,-8,1,8,0,1,2,0,2,-8,-8,1,1,0,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,1,1,1,2, ,1,1,1,1,2,1,2,2,1,2,1,2,2,1,1,1,1,handcuffing and high-rish handcuffing,1,1,1,0,0, , , , , , ,1,1,611,560,377,356,63,57,440,413,363,343,14,13,30,28,4,4,14,12,1,1,0,0,14,12,440,413,0,1
65,SANTA ANA COLLEGE CRIMINAL JUSTICE ACADEMIES,CA,3,4, ,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,29,1,0,2,32,984,1, ,1,2,-8,-8, ,1,1,17,0,0,0,0,32,0,15,0,0,0,0,17,47,5,5,1,1,1,1,Academy Instructor Certification Course,1,1,2,1,1,2,1,1,2,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,12000000,1,300000,1,162,135,31,20,193,155,82,64,8,7,77,61,0,0,15,13,7,6,0,0,4,4,193,155,0,3,2,0,0,0,0,0,0,0,0,1,0,1,0,17,7,5,2,0,0,0,0,27,11,1,1,2,1,2,2,1,2,1,1,1,1,1,22,0,1,4,0,1,40,0,1,13,0,1,4,1,1,20,1,1,10,1,1,16,0,1,1,1,1,52,0,1,12, ,1,50,1,1,77,0,1,92,0,1,16,0,1,6,0,1,4,0,1,20,0,2,-8,-8,1,4,1,1,24,0,1,10,1,1,10,0,2,-8,-8,2,-8,-8,1,8,0,1,260,1,1,121,0,1,8,0,1,260,1,1,1,1,1,4,0,1,1,1,1,10,0,1,2,1,1,3,1,1,3,1,1,2,1,1,6,1,1,4,0,1,5,1,1,3,1,1,3,1,1,6,0,1,2,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,1,1,1,0,0, , , , , , ,1,3,74,666,162,135,31,20,193,155,82,64,8,7,77,61,0,0,15,13,7,6,0,0,4,4,193,155,0,1.119402985
340,NORTH MISSISSIPPI LAW ENFORCEMENT TRAINING CENTER,MS,5,3, ,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,0,33,7,0,4,44,480,1, ,3,2,-8,-8, ,2,-8,4,0,0,14,0,0,0,0,1,0,0,0,5,14,5,5,1,1,2,1,Qualified as a state approved instructor,1,1,2,1,2,-8,-8,-8,-8,-8,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,160000,1,18000,1,56,47,6,5,62,52,48,40,13,11,1,1,0,0,0,0,0,0,0,0,0,0,62,52,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,9,1,1,1,2,1,2,2,1,1,1,1,1,3,1,4,0,2,-8,-8,1,40,0,1,12,0,2,-8,-8,1,8,0,1,16,0,1,20,0,1,8,0,1,16,0,1,16, ,1,8,0,1,40,0,1,52,0,1,16,1,1,12,0,1,8,0,1,16,0,2,-8,-8,1,2,0,1,4,0,1,4,0,1,2,0,1,1,0,2,-8,-8,1,2,0,1,4,0,1,36,0,1,2,0,1,4,0,1,8,0,1,2,1,2,-8,-8,1,20,0,1,8,0,1,4,0,1,2,0,1,4,0,1,2,0,1,2,0,1,4, ,2,-8,-8,1,16,0,2,-8,-8,2,-8,-8,1,2,0,2,-8,-8,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,2,1,1,1, , ,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1, , ,1,1,1,0,0, , , , , , ,1,5,379,90,56,47,6,5,62,52,48,40,13,11,1,1,0,0,0,0,0,0,0,0,0,0,62,52,0,1.082644628
